Title,Author,Publisher,Price,Quantity
Anleitung zum Zickigsein,Laurie Notaro,Lübbe,23,479
The Psychology of Winning,Denis Waitley,Berkley,82,235
Jimmy Corrigan: El Chico más Listo del Mundo,Chris Ware,Public Square Books,40,325
The Acme Novelty Library #17,Chris Ware,Drawn and Quarterly,1,483
The Acme Novelty Library,Chris Ware,Pantheon Books,19,486
The Acme Novelty Datebook  Vol. 1  1986-1995,Chris Ware,Drawn and Quarterly,47,345
Quimby The Mouse,Chris Ware,Jonathan Cape,56,39
Candide: or  Optimism,Voltaire/Chris Ware/Theo Cuffe/Michael  Wood,Penguin Group,77,249
Even Cowgirls Get the Blues,Tom Robbins,No Exit Press,47,483
Even Cowgirls Get the Blues & My Own Private Idaho,Gus Van Sant/Tom Robbins,Faber  Faber,72,62
Awakening the Buddha Within: Eight Steps to Enlightenment,Surya  Das,Harmony,66,298
Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,Random House (NY),95,282
The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,Conari Press,78,487
Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,Mona Lisa Schulz/Christiane Northrup,Three Rivers Press,70,185
The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another,Charles R. Swindoll,Thomas Nelson,27,178
Springs Awakening,Frank Wedekind/Eric Bentley,Applause Books,58,472
Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self,Kathleen A. Brehony,Riverhead Books,70,452
A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,Penguin Classics,31,488
A Portrait of the Artist As a Young Man,James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,W. W. Norton & Company,99,226
A Portrait of the Artist as a Young Man,James Joyce/Jim Norton,Naxos Audiobooks,25,124
A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,Signet Classics,5,402
Vincent Van Gogh: Portrait of an Artist,Jan Greenberg/Sandra Jordan,Yearling,59,1
A Study Guide to Gabriel Garcia Marquez One Hundred Years of Solitude,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,Warner Adult,64,44
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,Harper Perennial Modern Classics,85,145
One Hundred Years Of Solitude,Gabriel García Márquez,Everyman,80,184
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Random House Trade Paperbacks,64,197
The Annotated Lolita,Vladimir Nabokov/Alfred Appel,Vintage Books,71,269
Lolita,Vladimir Nabokov/Jeremy Irons,Random House Audio,67,168
Nacho and Lolita,Pam Muñoz Ryan/Claudia Rueda,Scholastic Press,80,129
Reading Lolita in Tehran,Azar Nafisi,Fourth Estate,97,398
sex.lies.murder.fame.,Lolita Files,Amistad,80,179
Animal Farm,George Orwell/Boris Grabnar/Peter Škerl,NAL,53,13
Farm Animals (A Chunky Book),Phoebe Dunn,Random House Books for Young Readers,92,420
Lord of the Flies,William Golding,Penguin Books,18,306
Good Soldier Svejk And His Fortunes In The World,Jaroslav Hašek,Penguin Classic,54,432
The Good Soldier,Ford Madox Ford/Frank Kermode,Barnes  Noble Classics,13,405
Fahrenheit 451,Ray Bradbury,Del Rey,62,307
Next,Michael Crichton,Harper,27,386
Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,Michael Crichton,Wings,89,5
A Case of Need,Jeffery Hudson/Michael Crichton,Signet,40,17
A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,Wings Books,54,320
Travels,Michael Crichton,Harpperen,25,98
Rising Sun,Michael Crichton,Turtleback Books,91,40
The Andromeda Strain (Andromeda  #1),Michael Crichton,Avon Books,94,239
Congo,Michael Crichton,Avon Books,17,347
Eaters of the Dead,Michael Crichton,Avon,86,257
The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,Random House Audio,98,445
Jurassic Park (Jurassic Park  #1),Michael Crichton,Plaza y Janes,20,107
The Terminal Man,Michael Crichton,Avon,66,478
Five Patients,Michael Crichton,Ballantine Books,57,396
Twister,Michael Crichton/Anne-Marie Martin,Ballantine Books,67,100
Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,Oxford University Press,36,143
Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon/Jane P. Laudon,Prentice Hall,30,295
Holy the Firm,Annie Dillard,Harper Perennial,13,375
Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,Free Press,89,485
Plays: Mrs Warrens Profession/Man and Superman/Major Barbara/Pygmalion,George Bernard Shaw/Sandie Byrne,W.W. Norton & Company,25,236
Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,Signet,18,50
Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,Modern Library/Random House (NY),8,374
Pygmalion,George Bernard Shaw,Dover Publications,23,34
Plays Pleasant,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,Penguin Classics,78,128
The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,Crown,14,94
The Metamorphosis (Graphic Novel Adaptation),Peter Kuper/Franz Kafka/Kerstin Hasenpusch,Broadway Books,66,419
The Metamorphosis,Franz Kafka/Stanley Corngold,W. W. Norton & Company,19,65
The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,Barnes  Noble Classics,36,75
The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,Dover Publications,91,350
Antigones Claim: Kinship Between Life and Death,Judith Butler,Columbia University Press,54,138
Gullivers Travels,Jonathan Swift/Robert DeMaria Jr.,Penguin,60,9
Gullivers Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,Oxford University Press,53,122
Gullivers Travels,Jonathan Swift/David Case,Tantor Media,24,467
Gullivers Travels,Gill Harvey/Jonathan Swift,Usborne Books,45,363
Gullivers Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,Sterling,18,311
Gullivers Travels,Jonathan Swift/Robert Hardy,Hodder Audio,43,99
Ahabs Wife  or The Star-Gazer,Sena Jeter Naslund,William Morrow Paperbacks,62,145
Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,Harper Perennial,82,86
Fear and Loathing on the Campaign Trail 72,Hunter S. Thompson,Warner Books (NY),75,188
Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,Warner Books,19,211
Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,Simon  Schuster,85,349
Cliffsnotes on Becketts Waiting for Godot and Other Plays,James Lamar Roberts/Jeffrey Fisher,Cliffs Notes,21,398
The Joy Luck Club,Amy Tan,Penguin Books,58,347
Dr. Seusss ABC,Dr. Seuss,Random House,57,314
Dr. Seusss Sleep Book,Dr. Seuss,New York: Random House,87,442
Happy Birthday to You!,Dr. Seuss,Random House Books for Young Readers,77,151
McElligots Pool,Dr. Seuss,Random House Books for Young Readers,14,378
The Cat in the Hat,Dr. Seuss,Random House Books for Young Readers,59,416
Horton Hears a Who!,Dr. Seuss,Random House Books for Young Readers,71,130
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,Random House Books for Young Readers,90,102
Oh Say Can You Say?,Dr. Seuss,London : Collins  2004.,92,214
The Lorax,Dr. Seuss,Random House Books for Young Readers,57,306
I Can Read With My Eyes Shut!,Dr. Seuss,HarperCollinsChildren’sBooks,28,294
¡Horton escucha a quién!,Dr. Seuss/Yanitzia Canetti,Lectorum Publications,91,319
The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,Listening Library (Audio),26,187
Daisy-Head Mayzie,Dr. Seuss,Random House Books for Young Readers,93,105
Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear/Art Spiegelman/Dr. Seuss,The New Press,11,109
Dr. Seusss ABC (Book & CD),Dr. Seuss,Random House Books for Young Readers,57,139
Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss/Jennifer Morrish Tunberg/Terence Tunberg/Terence O. Tunberg/Guenevera Tunberg/Terentio Tunberg,Bolchazy-Carducci Publishers,39,89
Ten Apples Up On Top!,Theo LeSieg/Dr. Seuss/Roy McKie,HarperCollinsChildren’sBooks,29,341
The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,HarperOne,97,200
Pale Fire,Vladimir Nabokov,Penguin Books Ltd,30,259
Nabokovs Pale Fire: The Magic of Artistic Discovery,Brian Boyd,Princeton University Press,39,407
Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,Library of America,0,169
A Friend of the Earth,T. Coraghessan Boyle,Bloomsbury Paperbacks,19,320
The Year of Magical Thinking,Joan Didion,Vintage,53,445
Seduction and Betrayal: Women and Literature,Elizabeth Hardwick/Joan Didion,NYRB Classics,44,135
After Henry,Joan Didion,Vintage,27,168
O Ano do Pensamento Mágico,Joan Didion,Nova Fronteira,69,470
Another Day in Paradise: The Fourth Shermans Lagoon Collection,Jim Toomey,Andrews McMeel Publishing,41,434
Another Day in Cubicle Paradise,Scott Adams,Andrews McMeel Publishing,13,301
Moby Dick,Herman Melville,Penguin Books/Penguin Popular Classics,15,334
Moby-Dick,Herman Melville/Nathaniel Philbrick,Penguin Books,32,220
Moby-Dick; or  The Whale,Herman Melville/Rockwell Kent/Elizabeth Hardwick,Modern Library,99,231
Moby Dick  or The Whale,Herman Melville/Harrison Hayford/Hershel Parker,Northwestern University Press,99,496
The Girl in the Flammable Skirt,Aimee Bender,Anchor,41,151
Planet of Slums,Mike  Davis,Verso,83,389
Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,Verso,13,179
No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,Haymarket Books,27,426
Days Between Stations,Steve Erickson,Simon & Schuster,55,350
The Bourne Identity (Jason Bourne  #1),Robert Ludlum,Orion,85,198
Little Plum,Rumer Godden/Jean Primrose,Puffin Books,80,237
Betsys Wedding (Betsy-Tacy  #10),Maud Hart Lovelace/Vera Neville,HarperTrophy,10,91
Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace/Vera Neville,HarperTrophy,89,104
Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace/Lois Lenski,HarperCollins,4,269
Maud Hart Lovelaces Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,Minnesota Heritage Publishing,75,348
Early Candlelight,Maud Hart Lovelace/Rhoda R. Gilman,Minnesota Historical Society Press,32,10
Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace/Vera Neville,HarperTrophy,88,489
Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace/Vera Neville,HarperTrophy,27,110
Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace/Lois Lenski,Thomas Y. Crowell Company,60,444
Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace/Vera Neville,HarperTrophy,85,428
Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,HarperCollins,81,364
Five Little Peppers and How They Grew (Five Little Peppers  #1),Margaret Sidney,Aladdin,23,199
Five Little Peppers at School,Margaret Sidney/Barbara Cooney,Yearling,35,431
All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4),Sydney Taylor,Taylor Productions Ltd,28,144
All-of-a-Kind Family (All-of-a-Kind-Family  #1),Sydney Taylor,Delacorte Press,45,436
Winter Cottage,Carol Ryrie Brink,Atheneum,3,409
Eddies Valuable Property,Carolyn Haywood,William Morrow & Company,51,401
Empire (Empire  #1),Orson Scott Card,Tor Books,66,262
Treason,Orson Scott Card,Orb Books,78,210
First Meetings in Enders Universe (Enders Saga  #0.5),Orson Scott Card,Tor,95,335
Sarah (Women of Genesis  #1),Orson Scott Card,Forge,49,460
Rachel & Leah (Women of Genesis  #3),Orson Scott Card,Forge Books,75,474
How to Write Science Fiction and Fantasy,Orson Scott Card,F & W Publications Inc.,53,74
Saints,Orson Scott Card,Forge Books,70,168
Homebody,Orson Scott Card,HarperTorch,2,444
Rebekah (Women of Genesis  #2),Orson Scott Card,Forge,87,92
Speaker for the Dead (Enders Saga  #2),Orson Scott Card,Tor Books,52,35
Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,Tor Fantasy,65,193
The Call of Earth (Homecoming  #2),Orson Scott Card,Tor Books,54,238
Shadow of the Hegemon (Shadow  #2),Orson Scott Card/David Birney/Scott Brick/Gabrielle de Cuir/Scott Sowers,Macmillan Audio,14,205
Enchantment,Orson Scott Card,Del Rey,83,203
Voyage of Slaves (Flying Dutchman  #3),Brian Jacques/David Elliot,Philomel Books,77,352
High Rhulain (Redwall  #18),Brian Jacques/David Elliot,Philomel Books,4,86
Salamandastron (Redwall  #5),Brian Jacques/Gary Chalk,Firebird,86,408
The Legend of Luke (Redwall  #12),Brian Jacques,Firebird,3,200
Redwall (Redwall  #1),Brian Jacques,Red Fox,97,434
Castaways of the Flying Dutchman (Flying Dutchman  #1),Brian Jacques/Ian Schoenherr,Firebird,87,171
Outcast of Redwall (Redwall  #8),Brian Jacques,Firebird,6,437
Triss (Redwall  #15),Brian Jacques/Allan Curless,Firebird,35,192
A Redwall Winters Tale,Brian Jacques/Christopher Denise,Puffin,93,100
Mr. Impossible,Roger Hargreaves,Price Stern Sloan,63,289
Mr. Christmas,Roger Hargreaves/Adam Hargreaves,Price Stern Sloan,25,347
Mr. Bump,Roger Hargreaves,Price Stern Sloan,87,478
Little Miss Birthday,Roger Hargreaves/Adam Hargreaves,Price Stern Sloan,41,312
Little Miss Lucky,Roger Hargreaves,Price Stern Sloan,58,135
Mr. Happy,Roger Hargreaves,Egmont Childrens Books,43,165
Mr. Jelly and the Pirates,Roger Hargreaves/Adam Hargreaves,Price Stern Sloan,25,285
Grandma Baa (Easy Peasy People),Roger Hargreaves/Gray Jolliffe,Random House for Young Readers,48,32
Bill Buzz,Roger Hargreaves/Gray Jolliffe,Random House for Young Readers,5,297
Gary Grizzle,Roger Hargreaves/Gray Jolliffe,Random House for Young Readers,21,3
Charlie Oink,Roger Hargreaves/Gray Jolliffe,Random House  for Young Readers,25,478
Madame Je-Sais-Tout,Roger Hargreaves,Hachette,46,191
The Poppy Seed Cakes,Margery Clark/Maud Petersham/Miska Petersham,Doubleday Books,22,201
Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett/Ron Barrett,Atheneum Books for Young Readers,29,242
The Wind Thief,Judi Barrett/Diane Dawson Hearn,Atheneum Books,21,448
Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett/Ron Barrett,Live Oak Media,64,303
Beauty,Robin McKinley,HarperCollins,71,115
A Robin McKinley Collection: Spindles End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,Puffin,69,177
Deerskin,Robin McKinley,Ace Books,67,454
Sunshine,Robin McKinley,Jove,70,28
Rose Daughter,Robin McKinley,Ace,77,127
The Door in the Hedge,Robin McKinley,Firebird,58,144
The Stone Fey,Robin McKinley/John Clapp,HMH Books for Young Readers,71,227
Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,Signet Book,44,160
Anne of Green Gables,L.M. Montgomery/Barbara Caruso,Recorded Books  Inc.,62,269
The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,Bantam Books,72,476
Anne of Avonlea,L.M. Montgomery/Clare Sieffert,Grosset & Dunlap,29,204
The Stories of Vladimir Nabokov,Vladimir Nabokov,Vintage,21,145
The Gift,Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,Penguin Books,60,181
Lectures on Literature,Vladimir Nabokov/Fredson Bowers/John Updike,Mariner Books,18,14
Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov/Brian Boyd,Library of America,65,249
The American Years,Brian Boyd,Princeton University Press,68,14
Laughter in the Dark,Vladimir Nabokov,New Directions,21,472
The Luzhin Defense,Vladimir Nabokov/Michael Scammell,Vintage,99,347
A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,Griffin,58,188
The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,St. Martins Press,90,431
Dark Birthright,Jeanne Treat/Jane Starr Weils,Treat Enterprises,90,183
Birthright (Diablo: The Sin War  #1),Richard A. Knaak,Pocket Star,14,434
Lauras Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson/Laura Ingalls Wilder,HarperCollins,44,83
Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder/Stephen W. Hines,Tommy Nelson,56,429
Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder/Stephen W. Hines,Tommy Nelson,31,317
A Little House Traveler: Writings from Laura Ingalls Wilders Journeys Across America,Laura Ingalls Wilder,HarperCollins,11,32
Laura Ingalls Wilder: A Biography,William   Anderson,HarperCollins,82,236
West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,Harper & Row,33,105
The Laura Ingalls Wilder Country Cookbook,Laura Ingalls Wilder/William   Anderson,HarperCollins Publishers,68,415
Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder/Stephen W. Hines,Thomas Nelson,7,11
The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke/Peter Gandy,Harmony,87,248
The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,University of Chicago Press,98,74
The Phenomenon of Life: Toward a Philosophical Biology,Hans Jonas/Lawrence Vogel/Eleonore Jonas,Northwestern University Press,83,346
Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley/Renée Graef,HarperTrophy,98,226
Laura: The Life of Laura Ingalls Wilder,Donald Zochert,Avon,23,294
Winter Days in the Big Woods,Laura Ingalls Wilder/Renée Graef,HarperCollins,55,341
The First Four Years (Little House  #9),Laura Ingalls Wilder/Cherry Jones,HarperFestival,53,220
Winter on the Farm,Laura Ingalls Wilder/Renée Graef/Jody Wheeler,Winter on the Farm (My First Little House),41,318
Summertime in the Big Woods,Laura Ingalls Wilder/Renée Graef,HarperCollins,60,18
Old Town in the Green Groves: Laura Ingalls Wilders Lost Little House Years,Cynthia Rylant/Jim LaMarche,Harper Trophy,3,473
Laura Ingalls Wilders Fairy Poems,Laura Ingalls Wilder/Richard  Hull,Doubleday Books for Young Readers,62,23
Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,Ann Romines,University of Massachusetts Press,19,364
These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,HarperFestival,52,164
